PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	3PM	3PA	FTM	FTA	REB	AST	STL	BLK	+/-
Paul Millsap	DEN	DEN vs. MIA	11/05/2019	W	17	10	3	5	1	1	3	3	5	3	0	0	16
Will Barton	DEN	DEN vs. MIA	11/05/2019	W	32	15	5	10	2	2	3	5	10	4	1	1	23
Mason Plumlee	DEN	DEN vs. MIA	11/05/2019	W	23	10	5	9	0	0	0	0	7	3	2	0	8
Gary Harris	DEN	DEN vs. MIA	11/05/2019	W	17	6	3	6	0	1	0	0	1	0	1	0	15
Jamal Murray	DEN	DEN vs. MIA	11/05/2019	W	33	21	9	15	1	2	2	4	5	4	2	0	17
Juancho Hernangomez	DEN	DEN vs. MIA	11/05/2019	W	2	0	0	1	0	1	0	0	1	0	0	0	1
Monte Morris	DEN	DEN vs. MIA	11/05/2019	W	22	11	5	7	0	1	1	1	2	8	1	1	-3
Michael Porter Jr.	DEN	DEN vs. MIA	11/05/2019	W	3	4	2	2	0	0	0	0	1	0	0	0	-1
Jarred Vanderbilt	DEN	DEN vs. MIA	11/05/2019	W	2	0	0	0	0	0	0	0	0	0	0	0	1
James Johnson	MIA	MIA @ DEN	11/05/2019	L	6	0	0	0	0	0	0	0	1	0	3	0	3
Jimmy Butler	MIA	MIA @ DEN	11/05/2019	L	29	16	3	12	0	3	10	12	7	4	2	0	-23
Meyers Leonard	MIA	MIA @ DEN	11/05/2019	L	18	10	4	7	1	1	1	1	0	1	0	0	-15
Justise Winslow	MIA	MIA @ DEN	11/05/2019	L	30	10	5	11	0	2	0	0	6	1	0	0	-4
Bam Adebayo	MIA	MIA @ DEN	11/05/2019	L	25	6	2	9	0	0	2	5	11	3	0	2	-19
Duncan Robinson	MIA	MIA @ DEN	11/05/2019	L	11	2	1	6	0	4	0	0	2	0	0	0	-3
Kendrick Nunn	MIA	MIA @ DEN	11/05/2019	L	33	11	4	14	2	8	1	3	2	4	2	0	-14
Chris Silva	MIA	MIA @ DEN	11/05/2019	L	6	2	1	2	0	0	0	0	3	1	0	1	3
Goran Dragic	MIA	MIA @ DEN	11/05/2019	L	25	9	3	7	2	3	1	2	1	7	0	1	-10
Tyler Herro	MIA	MIA @ DEN	11/05/2019	L	15	2	1	4	0	1	0	0	3	1	1	0	-6
Derrick Jones Jr.	MIA	MIA @ DEN	11/05/2019	L	17	8	4	8	0	2	0	0	1	0	2	0	-4
Nikola Jokic	DEN	DEN vs. MIA	11/05/2019	W	23	9	4	12	1	4	0	1	5	5	1	1	11
Torrey Craig	DEN	DEN vs. MIA	11/05/2019	W	19	5	2	3	1	2	0	0	4	4	0	0	2
Jerami Grant	DEN	DEN vs. MIA	11/05/2019	W	30	15	6	13	2	6	1	2	5	3	2	0	3
Kelly Olynyk	MIA	MIA @ DEN	11/05/2019	L	24	13	4	8	4	5	1	2	7	1	2	1	-8
Malik Beasley	DEN	DEN vs. MIA	11/05/2019	W	17	3	1	3	1	3	0	0	1	1	0	0	7
Damian Jones	ATL	ATL vs. SAS	11/05/2019	W	18	4	2	3	0	0	0	0	5	2	1	1	0
Cam Reddish	ATL	ATL vs. SAS	11/05/2019	W	29	12	4	6	3	3	1	2	3	1	0	0	1
Vince Carter	ATL	ATL vs. SAS	11/05/2019	W	16	7	3	7	0	2	1	1	2	0	1	0	6
Lonnie Walker IV	SAS	SAS @ ATL	11/05/2019	L	2	0	0	1	0	0	0	0	0	0	0	0	-1
DeAndre' Bembry	ATL	ATL vs. SAS	11/05/2019	W	19	7	3	6	0	0	1	2	5	1	3	1	0
Tyrone Wallace	ATL	ATL vs. SAS	11/05/2019	W	6	2	1	3	0	1	0	0	1	0	0	0	-1
LaMarcus Aldridge	SAS	SAS @ ATL	11/05/2019	L	34	14	6	14	0	1	2	2	5	4	0	4	-2
DeMar DeRozan	SAS	SAS @ ATL	11/05/2019	L	36	22	10	16	0	1	2	3	4	4	3	2	-2
Patty Mills	SAS	SAS @ ATL	11/05/2019	L	26	16	5	6	3	4	3	3	2	0	2	0	6
Derrick White	SAS	SAS @ ATL	11/05/2019	L	19	5	1	6	1	4	2	2	0	2	1	1	9
Alex Len	ATL	ATL vs. SAS	11/05/2019	W	14	1	0	2	0	1	1	1	6	0	0	1	-4
Marco Belinelli	SAS	SAS @ ATL	11/05/2019	L	12	5	2	10	1	6	0	0	3	0	0	0	-12
Dejounte Murray	SAS	SAS @ ATL	11/05/2019	L	19	3	1	7	0	2	1	2	5	4	0	0	-18
De'Andre Hunter	ATL	ATL vs. SAS	11/05/2019	W	36	16	6	13	2	6	2	2	8	1	0	0	11
Trae Young	ATL	ATL vs. SAS	11/05/2019	W	30	29	10	23	5	10	4	6	2	13	2	0	2
Kevin Huerter	ATL	ATL vs. SAS	11/05/2019	W	25	7	3	9	1	3	0	0	6	1	1	2	9
Bryn Forbes	SAS	SAS @ ATL	11/05/2019	L	31	17	6	16	2	9	3	5	2	1	0	0	-6
Bruno Fernando	ATL	ATL vs. SAS	11/05/2019	W	15	4	2	4	0	1	0	0	2	1	0	0	12
Rudy Gay	SAS	SAS @ ATL	11/05/2019	L	26	8	3	10	0	4	2	2	6	2	1	0	0
Jakob Poeltl	SAS	SAS @ ATL	11/05/2019	L	14	2	1	1	0	0	0	0	2	0	2	0	-6
Jabari Parker	ATL	ATL vs. SAS	11/05/2019	W	32	19	9	14	0	3	1	2	8	2	1	0	4
Trey Lyles	SAS	SAS @ ATL	11/05/2019	L	20	8	3	4	1	2	1	4	12	1	0	1	-8
Brandon Knight	CLE	CLE vs. BOS	11/05/2019	L	12	6	2	4	2	4	0	0	2	1	0	0	-3
Carsen Edwards	BOS	BOS @ CLE	11/05/2019	W	15	13	5	6	3	4	0	0	1	1	0	1	2
Jordan Clarkson	CLE	CLE vs. BOS	11/05/2019	L	26	12	4	13	1	5	3	3	3	4	0	2	-1
Marcus Smart	BOS	BOS @ CLE	11/05/2019	W	35	8	2	6	2	6	2	3	5	4	1	0	8
Semi Ojeleye	BOS	BOS @ CLE	11/05/2019	W	8	0	0	0	0	0	0	0	1	0	0	0	0
Alfonzo McKinnie	CLE	CLE vs. BOS	11/05/2019	L	9	3	1	1	1	1	0	0	2	0	0	0	-6
Cedi Osman	CLE	CLE vs. BOS	11/05/2019	L	32	12	4	13	3	7	1	2	5	3	1	0	-6
Tristan Thompson	CLE	CLE vs. BOS	11/05/2019	L	37	19	7	15	0	1	5	6	13	4	0	1	3
Collin Sexton	CLE	CLE vs. BOS	11/05/2019	L	35	21	6	14	2	3	7	7	1	3	0	1	3
Kevin Love	CLE	CLE vs. BOS	11/05/2019	L	32	17	7	14	1	5	2	2	9	3	1	2	-3
Brad Wanamaker	BOS	BOS @ CLE	11/05/2019	W	21	5	2	5	0	1	1	2	1	3	1	0	0
Javonte Green	BOS	BOS @ CLE	11/05/2019	W	5	0	0	0	0	0	0	0	1	0	0	0	-2
Grant Williams	BOS	BOS @ CLE	11/05/2019	W	11	0	0	2	0	1	0	0	1	0	0	0	-5
Darius Garland	CLE	CLE vs. BOS	11/05/2019	L	28	4	2	11	0	3	0	0	3	1	1	0	-5
Larry Nance Jr.	CLE	CLE vs. BOS	11/05/2019	L	15	15	5	6	3	3	2	2	3	1	0	0	-5
Robert Williams III	BOS	BOS @ CLE	11/05/2019	W	15	6	3	4	0	0	0	0	4	3	1	2	-2
Jayson Tatum	BOS	BOS @ CLE	11/05/2019	W	34	18	9	16	0	5	0	0	7	1	1	2	9
Kemba Walker	BOS	BOS @ CLE	11/05/2019	W	34	25	8	19	6	8	3	4	8	3	1	2	0
Gordon Hayward	BOS	BOS @ CLE	11/05/2019	W	34	39	17	20	1	4	4	4	7	8	0	0	12
Daniel Theis	BOS	BOS @ CLE	11/05/2019	W	30	5	2	7	0	1	1	2	9	1	0	5	8
Matthew Dellavedova	CLE	CLE vs. BOS	11/05/2019	L	12	4	2	4	0	1	0	0	2	2	0	0	-7
Coby White	CHI	CHI vs. LAL	11/05/2019	L	24	18	7	15	1	5	3	3	5	4	1	0	1
Luke Kornet	CHI	CHI vs. LAL	11/05/2019	L	17	3	1	5	1	3	0	0	2	0	0	2	10
Quinn Cook	LAL	LAL @ CHI	11/05/2019	W	26	17	6	9	3	4	2	3	4	2	1	1	14
Thaddeus Young	CHI	CHI vs. LAL	11/05/2019	L	17	8	4	6	0	1	0	2	3	1	2	1	0
Kris Dunn	CHI	CHI vs. LAL	11/05/2019	L	17	9	4	5	1	1	0	0	2	2	3	0	-7
Alex Caruso	LAL	LAL @ CHI	11/05/2019	W	24	7	2	8	1	4	2	3	3	1	2	0	2
Troy Daniels	LAL	LAL @ CHI	11/05/2019	W	14	3	1	5	1	4	0	0	2	3	0	0	-6
Dwight Howard	LAL	LAL @ CHI	11/05/2019	W	24	6	3	4	0	0	0	1	6	0	0	1	4
Anthony Davis	LAL	LAL @ CHI	11/05/2019	W	31	15	6	15	1	2	2	2	7	3	1	3	-3
Chandler Hutchison	CHI	CHI vs. LAL	11/05/2019	L	15	5	2	2	1	1	0	3	3	0	0	0	6
Kyle Kuzma	LAL	LAL @ CHI	11/05/2019	W	21	15	7	16	1	8	0	1	4	0	0	1	4
Otto Porter Jr.	CHI	CHI vs. LAL	11/05/2019	L	27	18	7	12	4	7	0	0	1	0	1	0	1
Zach LaVine	CHI	CHI vs. LAL	11/05/2019	L	34	26	9	18	3	7	5	7	7	7	2	0	-14
Shaquille Harrison	CHI	CHI vs. LAL	11/05/2019	L	1	0	0	0	0	0	0	0	1	1	0	0	5
Tomas Satoransky	CHI	CHI vs. LAL	11/05/2019	L	27	7	3	5	1	1	0	0	4	6	1	0	-10
Ryan Arcidiacono	CHI	CHI vs. LAL	11/05/2019	L	1	0	0	0	0	0	0	0	0	0	0	0	5
Lauri Markkanen	CHI	CHI vs. LAL	11/05/2019	L	30	7	2	8	2	5	1	2	3	1	1	0	-11
Wendell Carter Jr.	CHI	CHI vs. LAL	11/05/2019	L	31	11	4	9	0	1	3	6	11	0	0	1	-16
LeBron James	LAL	LAL @ CHI	11/05/2019	W	35	30	10	19	2	6	8	9	10	11	2	1	17
Jared Dudley	LAL	LAL @ CHI	11/05/2019	W	1	0	0	0	0	0	0	0	0	0	0	0	-5
Danny Green	LAL	LAL @ CHI	11/05/2019	W	26	7	3	5	1	3	0	0	4	2	2	1	4
Kentavious Caldwell-Pope	LAL	LAL @ CHI	11/05/2019	W	21	8	3	7	1	2	1	2	3	1	1	0	-1
JaVale McGee	LAL	LAL @ CHI	11/05/2019	W	17	10	4	4	0	0	2	3	6	3	1	2	0
Gorgui Dieng	MIN	MIN @ MEM	11/06/2019	L	3	2	1	2	0	1	0	0	0	0	1	0	-5
Robert Covington	MIN	MIN @ MEM	11/06/2019	L	26	13	5	11	3	8	0	0	2	0	2	2	5
Andrew Wiggins	MIN	MIN @ MEM	11/06/2019	L	34	30	11	21	3	8	5	8	2	6	2	1	-11
Karl-Anthony Towns	MIN	MIN @ MEM	11/06/2019	L	34	25	8	19	3	11	6	6	13	2	0	2	-10
Jake Layman	MIN	MIN @ MEM	11/06/2019	L	22	9	3	7	1	3	2	2	0	2	3	0	-12
Jarrett Culver	MIN	MIN @ MEM	11/06/2019	L	30	15	5	13	2	5	3	6	5	7	0	0	4
Jaylen Nowell	MIN	MIN @ MEM	11/06/2019	L	1	0	0	0	0	0	0	0	0	0	0	0	-2
Jae Crowder	MEM	MEM vs. MIN	11/06/2019	W	34	18	6	8	4	6	2	4	3	2	2	1	13
Kyle Anderson	MEM	MEM vs. MIN	11/06/2019	W	19	7	3	4	0	0	1	2	3	4	0	0	4
Bruno Caboclo	MEM	MEM vs. MIN	11/06/2019	W	14	5	2	5	1	4	0	0	3	2	0	2	9
Tyus Jones	MEM	MEM vs. MIN	11/06/2019	W	24	8	3	6	0	1	2	2	1	5	1	0	10
Jaren Jackson Jr.	MEM	MEM vs. MIN	11/06/2019	W	15	0	0	5	0	2	0	0	4	2	0	0	-22
Ja Morant	MEM	MEM vs. MIN	11/06/2019	W	26	26	9	19	0	0	8	10	4	4	0	0	9
Brandon Clarke	MEM	MEM vs. MIN	11/06/2019	W	22	18	7	7	0	0	4	4	8	2	0	0	30
Jonas Valanciunas	MEM	MEM vs. MIN	11/06/2019	W	27	10	5	9	0	0	0	0	14	4	0	0	4
Solomon Hill	MEM	MEM vs. MIN	11/06/2019	W	13	7	3	4	1	2	0	0	1	3	1	0	4
Noah Vonleh	MIN	MIN @ MEM	11/06/2019	L	16	5	1	3	0	1	3	4	4	4	0	1	2
Treveon Graham	MIN	MIN @ MEM	11/06/2019	L	32	10	4	9	2	3	0	0	6	4	1	1	-21
Dillon Brooks	MEM	MEM vs. MIN	11/06/2019	W	30	31	9	16	5	7	8	8	4	2	0	0	10
Josh Okogie	MIN	MIN @ MEM	11/06/2019	L	20	7	3	4	1	1	0	0	4	2	0	0	-21
Jordan McLaughlin	MIN	MIN @ MEM	11/06/2019	L	22	5	2	7	1	4	0	0	0	2	0	0	-9
Marko Guduric	MEM	MEM vs. MIN	11/06/2019	W	16	7	3	5	1	1	0	0	4	4	0	0	9
Trevor Ariza	SAC	SAC @ TOR	11/06/2019	L	17	5	1	4	1	3	2	2	4	2	1	0	-11
Nemanja Bjelica	SAC	SAC @ TOR	11/06/2019	L	16	5	2	7	1	4	0	0	2	1	1	0	-9
Buddy Hield	SAC	SAC @ TOR	11/06/2019	L	32	21	7	16	5	7	2	2	8	0	1	1	-14
Yogi Ferrell	SAC	SAC @ TOR	11/06/2019	L	5	0	0	0	0	0	0	0	1	0	0	1	4
Marc Gasol	TOR	TOR vs. SAC	11/06/2019	W	24	12	4	6	1	2	3	4	4	2	1	0	6
Fred VanVleet	TOR	TOR vs. SAC	11/06/2019	W	35	12	3	9	2	3	4	4	2	5	1	0	7
Chris Boucher	TOR	TOR vs. SAC	11/06/2019	W	5	0	0	0	0	0	0	0	0	1	0	1	-3
Terence Davis	TOR	TOR vs. SAC	11/06/2019	W	7	0	0	0	0	0	0	0	1	1	0	0	2
Pascal Siakam	TOR	TOR vs. SAC	11/06/2019	W	37	23	8	13	0	3	7	8	13	5	2	0	9
Kyle Lowry	TOR	TOR vs. SAC	11/06/2019	W	40	24	8	15	5	7	3	4	2	6	2	0	-6
Serge Ibaka	TOR	TOR vs. SAC	11/06/2019	W	24	21	9	16	1	4	2	2	6	2	2	0	-2
Cory Joseph	SAC	SAC @ TOR	11/06/2019	L	18	10	5	9	0	2	0	0	4	4	1	1	9
Bogdan Bogdanovic	SAC	SAC @ TOR	11/06/2019	L	32	22	7	14	6	11	2	2	2	3	2	0	5
Richaun Holmes	SAC	SAC @ TOR	11/06/2019	L	31	8	4	8	0	0	0	0	8	0	1	2	5
Norman Powell	TOR	TOR vs. SAC	11/06/2019	W	19	6	2	6	0	3	2	2	2	1	1	0	3
OG Anunoby	TOR	TOR vs. SAC	11/06/2019	W	37	18	7	10	3	4	1	3	6	5	0	3	7
Matt Thomas	TOR	TOR vs. SAC	11/06/2019	W	11	8	2	3	2	3	2	2	1	0	1	0	-3
Dewayne Dedmon	SAC	SAC @ TOR	11/06/2019	L	17	6	2	6	2	5	0	0	3	0	0	0	-9
Harrison Barnes	SAC	SAC @ TOR	11/06/2019	L	39	26	7	15	4	9	8	10	4	3	0	1	8
De'Aaron Fox	SAC	SAC @ TOR	11/06/2019	L	34	17	7	16	1	3	2	5	7	10	1	1	-8
J.J. Barea	DAL	DAL vs. ORL	11/06/2019	W	16	11	3	6	3	4	2	2	1	3	0	0	0
Seth Curry	DAL	DAL vs. ORL	11/06/2019	W	7	5	1	2	0	1	3	5	0	0	1	1	-6
Dwight Powell	DAL	DAL vs. ORL	11/06/2019	W	34	12	5	8	0	0	2	2	8	2	1	0	-1
Boban Marjanovic	DAL	DAL vs. ORL	11/06/2019	W	2	0	0	1	0	0	0	0	0	0	0	0	-1
Dorian Finney-Smith	DAL	DAL vs. ORL	11/06/2019	W	29	4	1	3	1	2	1	2	6	0	1	0	-5
Jalen Brunson	DAL	DAL vs. ORL	11/06/2019	W	6	0	0	4	0	2	0	0	1	1	1	0	1
Luka Doncic	DAL	DAL vs. ORL	11/06/2019	W	37	27	10	21	1	7	6	7	7	7	0	0	6
Al-Farouq Aminu	ORL	ORL @ DAL	11/06/2019	L	14	0	0	4	0	3	0	0	3	1	0	0	-14
Nikola Vucevic	ORL	ORL @ DAL	11/06/2019	L	33	19	7	15	1	3	4	5	11	7	1	1	5
Aaron Gordon	ORL	ORL @ DAL	11/06/2019	L	37	23	10	17	1	5	2	2	4	1	2	0	-6
Markelle Fultz	ORL	ORL @ DAL	11/06/2019	L	24	11	5	10	0	2	1	1	2	2	3	0	9
Wes Iwundu	ORL	ORL @ DAL	11/06/2019	L	7	2	0	4	0	3	2	4	4	0	0	0	-1
Justin Jackson	DAL	DAL vs. ORL	11/06/2019	W	17	11	4	6	1	2	2	2	6	0	0	0	3
Kristaps Porzingis	DAL	DAL vs. ORL	11/06/2019	W	34	10	4	14	1	5	1	2	8	1	0	0	-3
Khem Birch	ORL	ORL @ DAL	11/06/2019	L	15	3	1	2	0	0	1	4	3	0	0	0	-6
Michael Carter-Williams	ORL	ORL @ DAL	11/06/2019	L	21	13	4	9	0	1	5	5	7	2	2	3	-8
Delon Wright	DAL	DAL vs. ORL	11/06/2019	W	13	0	0	2	0	0	0	0	0	2	0	0	-10
Tim Hardaway Jr.	DAL	DAL vs. ORL	11/06/2019	W	26	13	4	11	2	5	3	4	3	2	0	0	15
Maxi Kleber	DAL	DAL vs. ORL	11/06/2019	W	20	14	4	6	2	3	4	4	3	2	0	0	6
D.J. Augustin	ORL	ORL @ DAL	11/06/2019	L	28	13	4	6	2	3	3	3	0	6	2	0	-11
Jonathan Isaac	ORL	ORL @ DAL	11/06/2019	L	32	13	5	8	1	2	2	2	10	5	4	6	15
Evan Fournier	ORL	ORL @ DAL	11/06/2019	L	28	9	3	5	1	2	2	2	0	1	0	0	12
Lauri Markkanen	CHI	CHI @ ATL	11/06/2019	W	34	17	6	11	4	7	1	2	5	4	0	3	19
Jabari Parker	ATL	ATL vs. CHI	11/06/2019	L	29	18	6	12	1	4	5	5	5	1	2	1	-19
DeAndre' Bembry	ATL	ATL vs. CHI	11/06/2019	L	26	9	3	4	0	0	3	6	3	4	0	0	-10
Alex Len	ATL	ATL vs. CHI	11/06/2019	L	11	6	2	4	0	1	2	2	4	0	0	2	-12
Tyrone Wallace	ATL	ATL vs. CHI	11/06/2019	L	16	2	1	3	0	1	0	2	2	1	1	0	-5
Bruno Fernando	ATL	ATL vs. CHI	11/06/2019	L	21	10	4	5	0	0	2	3	6	2	1	0	-10
Damian Jones	ATL	ATL vs. CHI	11/06/2019	L	14	2	1	1	0	0	0	0	3	0	0	0	0
Kevin Huerter	ATL	ATL vs. CHI	11/06/2019	L	24	12	4	10	1	4	3	5	2	2	2	0	0
De'Andre Hunter	ATL	ATL vs. CHI	11/06/2019	L	27	4	1	7	0	2	2	2	4	3	0	0	-23
Charles Brown Jr.	ATL	ATL vs. CHI	11/06/2019	L	4	2	0	0	0	0	2	2	1	0	0	0	6
Thaddeus Young	CHI	CHI @ ATL	11/06/2019	W	19	3	1	6	1	4	0	2	3	2	0	0	2
Tomas Satoransky	CHI	CHI @ ATL	11/06/2019	W	30	27	10	13	4	5	3	4	7	8	1	0	17
Otto Porter Jr.	CHI	CHI @ ATL	11/06/2019	W	12	13	5	6	3	4	0	0	4	2	2	1	12
Zach LaVine	CHI	CHI @ ATL	11/06/2019	W	31	10	4	10	0	2	2	2	8	4	2	2	24
Shaquille Harrison	CHI	CHI @ ATL	11/06/2019	W	4	2	1	3	0	1	0	0	2	0	0	0	-9
Luke Kornet	CHI	CHI @ ATL	11/06/2019	W	6	3	1	2	0	1	1	1	2	0	0	1	-1
Wendell Carter Jr.	CHI	CHI @ ATL	11/06/2019	W	13	2	1	3	0	1	0	0	2	0	0	2	16
Chandler Hutchison	CHI	CHI @ ATL	11/06/2019	W	19	9	2	6	0	1	5	7	4	1	0	0	12
Daniel Gafford	CHI	CHI @ ATL	11/06/2019	W	4	0	0	0	0	0	0	0	0	0	0	0	-6
Vince Carter	ATL	ATL vs. CHI	11/06/2019	L	16	14	4	8	3	6	3	3	5	1	1	0	9
Kris Dunn	CHI	CHI @ ATL	11/06/2019	W	20	13	6	8	0	0	1	1	3	1	5	0	7
Ryan Arcidiacono	CHI	CHI @ ATL	11/06/2019	W	18	4	1	1	0	0	2	2	1	1	1	0	0
Trae Young	ATL	ATL vs. CHI	11/06/2019	L	29	9	3	12	0	8	3	3	3	3	0	0	-16
Cam Reddish	ATL	ATL vs. CHI	11/06/2019	L	23	5	1	8	1	4	2	2	3	1	0	0	-20
Coby White	CHI	CHI @ ATL	11/06/2019	W	30	10	3	13	1	7	3	6	2	3	0	0	7
CJ Miles	WAS	WAS @ IND	11/06/2019	L	23	15	6	11	3	6	0	0	2	3	0	2	10
T.J. Warren	IND	IND vs. WAS	11/06/2019	W	32	21	9	15	2	6	1	1	4	2	1	0	20
JaKarr Sampson	IND	IND vs. WAS	11/06/2019	W	24	14	7	12	0	3	0	0	6	1	2	1	12
Aaron Holiday	IND	IND vs. WAS	11/06/2019	W	31	18	7	10	3	5	1	1	2	1	0	0	15
Alize Johnson	IND	IND vs. WAS	11/06/2019	W	8	2	1	2	0	0	0	0	1	0	0	0	-5
Isaiah Thomas	WAS	WAS @ IND	11/06/2019	L	20	10	3	10	2	4	2	2	0	4	0	0	-16
Troy Brown Jr.	WAS	WAS @ IND	11/06/2019	L	17	7	3	9	1	3	0	0	2	0	0	0	-17
Moritz Wagner	WAS	WAS @ IND	11/06/2019	L	14	8	2	6	2	4	2	2	7	0	0	0	-4
Thomas Bryant	WAS	WAS @ IND	11/06/2019	L	34	20	6	10	1	2	7	7	11	2	0	0	-11
Rui Hachimura	WAS	WAS @ IND	11/06/2019	L	21	0	0	5	0	1	0	0	8	1	0	0	-19
Bradley Beal	WAS	WAS @ IND	11/06/2019	L	41	30	12	29	1	12	5	5	5	5	0	0	-10
Justin Holiday	IND	IND vs. WAS	11/06/2019	W	16	3	1	8	1	5	0	2	2	1	0	1	-6
Goga Bitadze	IND	IND vs. WAS	11/06/2019	W	20	13	3	6	1	2	6	8	3	1	0	0	-9
Malcolm Brogdon	IND	IND vs. WAS	11/06/2019	W	35	12	3	14	1	3	5	5	3	13	1	0	25
Jordan McRae	WAS	WAS @ IND	11/06/2019	L	2	0	0	0	0	0	0	0	1	0	0	0	0
Isaac Bonga	WAS	WAS @ IND	11/06/2019	L	11	0	0	2	0	0	0	0	3	0	1	0	-6
Davis Bertans	WAS	WAS @ IND	11/06/2019	L	29	11	4	8	3	6	0	0	4	2	1	0	-3
Doug McDermott	IND	IND vs. WAS	11/06/2019	W	31	19	6	10	4	6	3	3	7	4	1	0	-1
Ish Smith	WAS	WAS @ IND	11/06/2019	L	28	5	1	5	0	2	3	3	5	7	1	1	1
T.J. McConnell	IND	IND vs. WAS	11/06/2019	W	15	6	3	6	0	0	0	0	3	5	1	0	0
Domantas Sabonis	IND	IND vs. WAS	11/06/2019	W	28	13	4	11	0	0	5	6	17	7	2	1	24
James Ennis III	PHI	PHI @ UTA	11/06/2019	L	9	4	2	2	0	0	0	0	1	0	0	0	-13
Ben Simmons	PHI	PHI @ UTA	11/06/2019	L	10	2	1	2	0	0	0	0	1	2	1	0	-7
Georges Niang	UTA	UTA vs. PHI	11/06/2019	W	11	1	0	1	0	0	1	2	2	0	0	0	-17
Jeff Green	UTA	UTA vs. PHI	11/06/2019	W	19	3	1	6	1	4	0	0	6	0	0	0	-13
Tony Bradley	UTA	UTA vs. PHI	11/06/2019	W	12	8	4	5	0	0	0	0	3	0	1	0	-7
Matisse Thybulle	PHI	PHI @ UTA	11/06/2019	L	13	2	1	4	0	1	0	0	1	2	0	0	-13
Mike Scott	PHI	PHI @ UTA	11/06/2019	L	18	5	2	3	1	2	0	0	2	0	0	0	14
Raul Neto	PHI	PHI @ UTA	11/06/2019	L	30	11	5	11	1	2	0	0	3	4	3	0	9
Mike Conley	UTA	UTA vs. PHI	11/06/2019	W	34	15	6	15	1	3	2	3	6	2	2	1	19
Bojan Bogdanovic	UTA	UTA vs. PHI	11/06/2019	W	35	20	9	18	2	5	0	1	6	5	1	1	21
Donovan Mitchell	UTA	UTA vs. PHI	11/06/2019	W	35	24	10	23	1	4	3	6	5	8	1	0	-9
Rudy Gobert	UTA	UTA vs. PHI	11/06/2019	W	36	14	4	8	0	0	6	8	16	3	3	1	9
Joe Ingles	UTA	UTA vs. PHI	11/06/2019	W	29	16	6	11	2	5	2	2	2	2	0	0	-8
Al Horford	PHI	PHI @ UTA	11/06/2019	L	29	7	3	14	1	4	0	0	4	2	2	1	-11
Tobias Harris	PHI	PHI @ UTA	11/06/2019	L	35	16	4	11	0	1	8	10	7	3	0	0	-13
Joel Embiid	PHI	PHI @ UTA	11/06/2019	L	36	27	5	16	1	5	16	18	16	3	0	2	7
Furkan Korkmaz	PHI	PHI @ UTA	11/06/2019	L	25	6	2	4	2	4	0	0	3	0	0	0	6
Josh Richardson	PHI	PHI @ UTA	11/06/2019	L	35	24	8	13	2	6	6	6	4	4	3	0	11
Royce O'Neale	UTA	UTA vs. PHI	11/06/2019	W	28	5	1	2	1	1	2	2	4	1	1	1	15
Bobby Portis	NYK	NYK @ DET	11/06/2019	L	21	3	1	6	0	1	1	1	5	1	0	0	-8
Mitchell Robinson	NYK	NYK @ DET	11/06/2019	L	8	6	3	4	0	0	0	0	4	1	0	0	0
Markieff Morris	DET	DET vs. NYK	11/06/2019	W	29	22	7	11	4	7	4	5	4	5	2	0	13
Andre Drummond	DET	DET vs. NYK	11/06/2019	W	35	27	12	16	0	0	3	4	12	7	1	0	24
Luke Kennard	DET	DET vs. NYK	11/06/2019	W	32	12	4	12	1	7	3	4	9	7	0	0	12
Jordan Bone	DET	DET vs. NYK	11/06/2019	W	3	0	0	2	0	1	0	0	0	0	0	0	-4
Khyri Thomas	DET	DET vs. NYK	11/06/2019	W	4	1	0	0	0	0	1	2	0	0	0	0	-4
Damyean Dotson	NYK	NYK @ DET	11/06/2019	L	4	2	1	2	0	0	0	0	0	0	0	0	4
Wayne Ellington	NYK	NYK @ DET	11/06/2019	L	14	2	1	5	0	4	0	0	0	2	0	0	-8
Allonzo Trier	NYK	NYK @ DET	11/06/2019	L	4	5	1	2	1	2	2	2	1	0	0	0	4
Langston Galloway	DET	DET vs. NYK	11/06/2019	W	23	13	3	7	1	3	6	6	2	6	1	0	20
Tony Snell	DET	DET vs. NYK	11/06/2019	W	32	24	9	9	6	6	0	0	1	2	1	0	20
Svi Mykhailiuk	DET	DET vs. NYK	11/06/2019	W	16	0	0	2	0	1	0	0	2	2	0	0	0
Bruce Brown	DET	DET vs. NYK	11/06/2019	W	34	9	3	9	1	2	2	2	3	6	1	0	16
Julius Randle	NYK	NYK @ DET	11/06/2019	L	32	20	8	15	3	5	1	2	3	2	1	1	-22
Thon Maker	DET	DET vs. NYK	11/06/2019	W	13	7	3	3	1	1	0	1	2	1	0	0	-4
Taj Gibson	NYK	NYK @ DET	11/06/2019	L	22	6	3	4	0	0	0	0	4	4	0	0	-6
Kevin Knox II	NYK	NYK @ DET	11/06/2019	L	27	14	5	7	2	3	2	2	2	1	2	0	-13
Christian Wood	DET	DET vs. NYK	11/06/2019	W	19	7	3	8	1	2	0	0	8	1	1	1	7
Ignas Brazdeikis	NYK	NYK @ DET	11/06/2019	L	4	0	0	2	0	0	0	0	0	0	0	0	4
Frank Ntilikina	NYK	NYK @ DET	11/06/2019	L	39	11	5	7	1	1	0	2	1	4	1	3	-13
